id,latitude,longitude,crime_type,date,severity
1889,-12.038923,-77.024807,Robo,2024-06-06 15:24:29.291+00,7
1890,-12.050583,-77.012533,Robo,2023-11-27 15:24:29.291+00,4
1891,-12.070818,-77.010256,Homicidio,2024-09-16 15:24:29.291+00,3
1892,-12.073087,-77.031746,Secuestro,2023-12-22 15:24:29.291+00,8
1893,-12.084568,-77.002011,Robo,2024-05-16 15:24:29.291+00,2
1894,-12.014913,-77.080539,Robo,2024-01-12 15:24:29.291+00,6
1895,-12.053475,-77.053466,Secuestro,2024-08-13 15:24:29.291+00,7
1896,-12.058793,-77.016588,Asalto,2024-09-15 15:24:29.291+00,4
1897,-12.001466,-77.013967,Agresión Sexual,2024-01-27 15:24:29.291+00,6
1898,-12.078262,-77.009390,Robo,2023-11-02 15:24:29.291+00,7
1899,-12.026377,-77.052252,Agresión Sexual,2024-07-09 15:24:29.291+00,2
1900,-12.067796,-77.040626,Robo,2024-07-23 15:24:29.291+00,7
1901,-12.093952,-77.093543,Robo,2024-06-29 15:24:29.291+00,6
1902,-12.074509,-77.036711,Homicidio,2024-02-23 15:24:29.291+00,7
1903,-12.024171,-77.027602,Robo,2024-06-30 15:24:29.291+00,4
1904,-12.076162,-77.014406,Secuestro,2024-07-10 15:24:29.291+00,6
1905,-12.087076,-77.031265,Secuestro,2023-12-04 15:24:29.291+00,2
1906,-12.003245,-77.049802,Secuestro,2024-03-29 15:24:29.291+00,8
1907,-12.058241,-77.097690,Robo,2024-07-21 15:24:29.291+00,9
1908,-12.084710,-77.015676,Robo,2023-11-28 15:24:29.291+00,3
1909,-12.082733,-77.051943,Asalto,2023-11-25 15:24:29.291+00,4
1910,-12.075105,-77.013539,Robo,2024-06-18 15:24:29.291+00,10
1911,-12.029693,-77.048681,Robo,2023-12-07 15:24:29.291+00,2
1912,-12.069102,-77.063970,Robo,2024-06-19 15:24:29.291+00,4
1913,-12.018041,-77.050591,Agresión Sexual,2024-09-17 15:24:29.291+00,4
1914,-12.017103,-77.099080,Robo,2024-06-24 15:24:29.291+00,3
1915,-12.082780,-77.014823,Robo,2024-04-01 15:24:29.291+00,5
1916,-12.018408,-77.018022,Agresión Sexual,2024-06-14 15:24:29.291+00,5
1917,-12.019589,-77.044151,Agresión Sexual,2024-08-25 15:24:29.291+00,6
1918,-12.021606,-77.064251,Robo,2024-08-11 15:24:29.291+00,2
1919,-12.021448,-77.073802,Robo,2024-06-16 15:24:29.291+00,6
1920,-12.067612,-77.077976,Agresión Sexual,2023-10-20 15:24:29.291+00,4
1921,-12.077863,-77.036696,Robo,2023-11-18 15:24:29.291+00,1
1922,-12.049664,-77.044207,Agresión Sexual,2024-06-06 15:24:29.291+00,5
1923,-12.032667,-77.049509,Robo,2024-01-11 15:24:29.291+00,7
1924,-12.038042,-77.080199,Agresión Sexual,2024-05-28 15:24:29.291+00,5
1925,-12.005233,-77.096161,Robo,2024-03-20 15:24:29.291+00,9
1926,-12.003360,-77.083796,Homicidio,2024-08-13 15:24:29.291+00,5
1927,-12.096717,-77.088429,Robo,2024-04-22 15:24:29.291+00,5
1928,-12.034944,-77.096825,Asalto,2023-12-05 15:24:29.291+00,8
1929,-12.095133,-77.000130,Asalto,2024-08-18 15:24:29.291+00,2
1930,-12.007636,-77.061786,Robo,2024-02-12 15:24:29.291+00,10
1931,-12.042106,-77.049810,Robo,2024-03-13 15:24:29.291+00,2
1932,-12.078606,-77.079545,Robo,2024-06-19 15:24:29.291+00,4
1933,-12.013599,-77.083127,Robo,2024-09-17 15:24:29.291+00,2
1934,-12.063633,-77.097217,Asalto,2024-04-02 15:24:29.291+00,8
1935,-12.016671,-77.018818,Robo,2024-04-29 15:24:29.291+00,3
1936,-12.093464,-77.030490,Homicidio,2023-10-01 15:24:29.291+00,8
1937,-12.066199,-77.057788,Robo,2023-11-07 15:24:29.291+00,3
1938,-12.006798,-77.028233,Robo,2024-01-27 15:24:29.291+00,3
1939,-12.001394,-77.087444,Robo,2024-06-26 15:24:29.291+00,7
1940,-12.029035,-77.038447,Agresión Sexual,2023-10-22 15:24:29.291+00,2
1941,-12.030337,-77.061989,Robo,2024-05-24 15:24:29.291+00,4
1942,-12.059127,-77.057780,Homicidio,2024-09-21 15:24:29.291+00,6
1943,-12.093485,-77.080825,Agresión Sexual,2023-11-06 15:24:29.291+00,9
1944,-12.010450,-77.091429,Robo,2023-10-11 15:24:29.291+00,3
1945,-12.013490,-77.012854,Robo,2024-05-16 15:24:29.291+00,6
1946,-12.016835,-77.088795,Robo,2023-11-10 15:24:29.291+00,5
1947,-12.020442,-77.039684,Homicidio,2023-11-12 15:24:29.291+00,9
1948,-12.011573,-77.079374,Secuestro,2024-06-27 15:24:29.291+00,1
1949,-12.051998,-77.081274,Robo,2024-02-21 15:24:29.291+00,4
1950,-12.098047,-77.067797,Agresión Sexual,2024-06-22 15:24:29.291+00,7
1951,-12.019384,-77.037666,Agresión Sexual,2024-05-12 15:24:29.291+00,4
1952,-12.001539,-77.079728,Secuestro,2024-03-16 15:24:29.291+00,10
1953,-12.079341,-77.096959,Homicidio,2024-08-17 15:24:29.291+00,3
1954,-12.097806,-77.020772,Robo,2023-10-23 15:24:29.291+00,9
1955,-12.027018,-77.019526,Asalto,2024-03-27 15:24:29.291+00,7
1956,-12.085275,-77.051543,Homicidio,2023-11-21 15:24:29.291+00,8
1957,-12.037110,-77.002688,Secuestro,2023-11-06 15:24:29.291+00,8
1958,-12.055367,-77.086135,Robo,2023-11-27 15:24:29.291+00,8
1959,-12.009959,-77.036657,Asalto,2024-08-28 15:24:29.291+00,5
1960,-12.071776,-77.052587,Homicidio,2024-06-01 15:24:29.291+00,3
1961,-12.007354,-77.008363,Robo,2023-10-11 15:24:29.291+00,7
1962,-12.005717,-77.018720,Robo,2024-03-15 15:24:29.291+00,3
1963,-12.079873,-77.013595,Asalto,2024-05-08 15:24:29.291+00,8
1964,-12.054441,-77.069604,Asalto,2023-12-30 15:24:29.291+00,6
1965,-12.031962,-77.099116,Homicidio,2024-04-07 15:24:29.291+00,3
1966,-12.012008,-77.011908,Asalto,2024-03-04 15:24:29.291+00,4
1967,-12.089726,-77.056906,Secuestro,2023-11-07 15:24:29.291+00,4
1968,-12.090299,-77.021209,Robo,2024-02-08 15:24:29.291+00,8
1969,-12.038589,-77.085604,Robo,2024-07-19 15:24:29.291+00,1
1970,-12.082956,-77.088669,Robo,2024-03-23 15:24:29.291+00,10
1971,-12.057122,-77.022448,Homicidio,2024-02-16 15:24:29.291+00,4
1972,-12.027635,-77.074268,Agresión Sexual,2023-12-12 15:24:29.291+00,1
1973,-12.090524,-77.042420,Robo,2023-09-27 15:24:29.291+00,4
1974,-12.054891,-77.080778,Robo,2024-03-03 15:24:29.291+00,8
1975,-12.028835,-77.015625,Robo,2024-02-26 15:24:29.291+00,1
1976,-12.007542,-77.006905,Robo,2023-11-18 15:24:29.291+00,10
1977,-12.095314,-77.047355,Robo,2024-08-08 15:24:29.291+00,1
1978,-12.053808,-77.004500,Asalto,2023-11-24 15:24:29.291+00,9
1979,-12.081098,-77.016047,Agresión Sexual,2023-12-10 15:24:29.291+00,2
1980,-12.056417,-77.019727,Robo,2024-02-12 15:24:29.291+00,1
1981,-12.086106,-77.021403,Robo,2024-07-20 15:24:29.291+00,6
1982,-12.091008,-77.010996,Robo,2024-06-22 15:24:29.291+00,4
1983,-12.059559,-77.009241,Asalto,2024-07-21 15:24:29.291+00,6
1984,-12.026858,-77.006772,Agresión Sexual,2024-06-11 15:24:29.291+00,7
1985,-12.071037,-77.027391,Asalto,2024-04-16 15:24:29.291+00,7
1986,-12.012560,-77.066622,Agresión Sexual,2024-07-03 15:24:29.291+00,7
1987,-12.065431,-77.004586,Agresión Sexual,2023-11-03 15:24:29.291+00,2
1988,-12.042133,-77.002336,Agresión Sexual,2024-03-09 15:24:29.291+00,9
1989,-12.045355,-77.005726,Robo,2024-03-17 15:24:29.291+00,5
1990,-12.030185,-77.027478,Robo,2024-08-05 15:24:29.291+00,6
1991,-12.024773,-77.010662,Robo,2024-03-07 15:24:29.291+00,2
1992,-12.056015,-77.093879,Robo,2024-08-09 15:24:29.291+00,7
1993,-12.031062,-77.097828,Robo,2023-10-24 15:24:29.291+00,1
1994,-12.027992,-77.055635,Agresión Sexual,2023-10-14 15:24:29.291+00,8
1995,-12.050792,-77.043533,Secuestro,2024-03-16 15:24:29.291+00,2
1996,-12.076839,-77.084060,Asalto,2024-06-29 15:24:29.291+00,7
1997,-12.053449,-77.021964,Agresión Sexual,2024-04-03 15:24:29.291+00,5
1998,-12.026719,-77.033273,Robo,2024-04-09 15:24:29.291+00,5
1999,-12.001557,-77.013564,Asalto,2024-04-14 15:24:29.291+00,3
2000,-12.022889,-77.011071,Robo,2024-02-01 15:24:29.291+00,1
2001,-12.070508,-77.052438,Asalto,2024-06-03 15:24:29.291+00,7
2002,-12.038691,-77.097723,Robo,2023-10-28 15:24:29.291+00,3
2003,-12.008216,-77.086226,Robo,2023-10-30 15:24:29.291+00,10
2004,-12.038418,-77.078872,Robo,2024-09-10 15:24:29.291+00,9
2005,-12.021584,-77.028501,Asalto,2024-05-07 15:24:29.291+00,3
2006,-12.097756,-77.075587,Robo,2024-09-17 15:24:29.291+00,1
2007,-12.068221,-77.047230,Robo,2024-07-08 15:24:29.291+00,10
2008,-12.076545,-77.035217,Robo,2024-08-29 15:24:29.291+00,8
2009,-12.044195,-77.045267,Homicidio,2024-02-15 15:24:29.291+00,4
2010,-12.042877,-77.023231,Asalto,2024-06-20 15:24:29.291+00,5
2011,-12.092025,-77.046549,Robo,2024-07-13 15:24:29.291+00,8
2012,-12.018541,-77.074887,Homicidio,2024-06-18 15:24:29.291+00,8
2013,-12.001218,-77.080404,Robo,2024-05-05 15:24:29.291+00,7
2014,-12.004198,-77.063346,Robo,2024-04-05 15:24:29.291+00,1
2015,-12.080841,-77.072431,Robo,2024-05-21 15:24:29.291+00,8
2016,-12.072380,-77.053690,Robo,2024-06-13 15:24:29.291+00,5
2017,-12.065441,-77.013913,Asalto,2024-07-17 15:24:29.291+00,6
2018,-12.098358,-77.008529,Robo,2024-08-19 15:24:29.291+00,5
2019,-12.064330,-77.022996,Secuestro,2024-01-05 15:24:29.291+00,6
2020,-12.068958,-77.037270,Robo,2024-05-09 15:24:29.291+00,2
2021,-12.052038,-77.042425,Robo,2024-02-12 15:24:29.291+00,6
2022,-12.044442,-77.035897,Robo,2024-09-13 15:24:29.291+00,1
2023,-12.002520,-77.028673,Secuestro,2024-08-11 15:24:29.291+00,9
2024,-12.045417,-77.032321,Robo,2023-10-31 15:24:29.291+00,1
2025,-12.096792,-77.035256,Robo,2024-04-20 15:24:29.291+00,5
2026,-12.047762,-77.050688,Asalto,2023-11-18 15:24:29.291+00,8
2027,-12.094511,-77.097255,Agresión Sexual,2023-09-29 15:24:29.291+00,7
2028,-12.095181,-77.059755,Secuestro,2024-09-21 15:24:29.291+00,10
2029,-12.010331,-77.061982,Robo,2024-02-07 15:24:29.291+00,1
2030,-12.058005,-77.091883,Homicidio,2024-08-31 15:24:29.291+00,1
2031,-12.024323,-77.052741,Robo,2024-08-06 15:24:29.291+00,5
2032,-12.093541,-77.013969,Secuestro,2024-08-25 15:24:29.291+00,4
2033,-12.025369,-77.021053,Robo,2024-01-01 15:24:29.291+00,4
2034,-12.087240,-77.041844,Asalto,2023-11-14 15:24:29.291+00,5
2035,-12.091099,-77.059004,Robo,2024-08-05 15:24:29.291+00,7
2036,-12.018331,-77.065135,Robo,2023-12-13 15:24:29.291+00,2
2037,-12.026329,-77.024697,Robo,2024-01-14 15:24:29.291+00,2
2038,-12.075795,-77.067756,Robo,2024-03-23 15:24:29.291+00,8
2039,-12.035100,-77.019880,Homicidio,2024-07-28 15:24:29.291+00,5
2040,-12.015775,-77.024824,Secuestro,2024-01-09 15:24:29.291+00,4
2041,-12.019013,-77.005741,Homicidio,2023-10-20 15:24:29.291+00,6
2042,-12.013603,-77.017605,Robo,2024-06-27 15:24:29.291+00,4
2043,-12.001785,-77.085641,Robo,2024-01-21 15:24:29.291+00,1
2044,-12.044435,-77.030011,Homicidio,2024-07-05 15:24:29.291+00,2
2045,-12.089834,-77.024960,Asalto,2024-03-24 15:24:29.291+00,3
2046,-12.089019,-77.075088,Robo,2024-06-12 15:24:29.291+00,1
2047,-12.042360,-77.062360,Secuestro,2024-04-24 15:24:29.291+00,4
2048,-12.094631,-77.088986,Secuestro,2024-06-28 15:24:29.291+00,9
2049,-12.051172,-77.088274,Robo,2023-10-31 15:24:29.291+00,2
2050,-12.063748,-77.065952,Asalto,2024-08-24 15:24:29.291+00,1
2051,-12.059805,-77.054389,Robo,2024-01-12 15:24:29.291+00,9
2052,-12.002422,-77.051649,Homicidio,2023-11-06 15:24:29.291+00,10
2053,-12.010356,-77.052366,Robo,2024-07-22 15:24:29.291+00,9
2054,-12.069592,-77.083161,Asalto,2024-03-10 15:24:29.291+00,4
2055,-12.004552,-77.038683,Homicidio,2024-03-12 15:24:29.291+00,7
2056,-12.007620,-77.006875,Secuestro,2024-04-27 15:24:29.291+00,7
2057,-12.071657,-77.000517,Robo,2023-10-26 15:24:29.291+00,6
2058,-12.099741,-77.064818,Robo,2024-01-24 15:24:29.291+00,10
2059,-12.072592,-77.067909,Robo,2023-11-27 15:24:29.291+00,1
2060,-12.067327,-77.001819,Robo,2024-09-11 15:24:29.291+00,1
2061,-12.042178,-77.036244,Homicidio,2023-12-25 15:24:29.291+00,10
2062,-12.081726,-77.073472,Agresión Sexual,2024-09-21 15:24:29.291+00,5
2063,-12.041528,-77.006450,Robo,2024-07-19 15:24:29.291+00,1
2064,-12.000672,-77.019670,Robo,2023-11-21 15:24:29.291+00,7
2065,-12.009109,-77.032116,Asalto,2024-03-28 15:24:29.291+00,2
2066,-12.076739,-77.059993,Robo,2024-03-18 15:24:29.291+00,8
2067,-12.027927,-77.099732,Robo,2024-01-20 15:24:29.291+00,6
2068,-12.046068,-77.021478,Homicidio,2024-01-14 15:24:29.291+00,4
2069,-12.076338,-77.047698,Secuestro,2024-05-21 15:24:29.291+00,6
2070,-12.037713,-77.083275,Secuestro,2024-09-11 15:24:29.291+00,3
2071,-12.066949,-77.090107,Asalto,2023-12-18 15:24:29.291+00,10
2072,-12.055886,-77.088773,Secuestro,2023-12-05 15:24:29.291+00,1
2073,-12.010159,-77.092594,Asalto,2024-02-29 15:24:29.291+00,6
2074,-12.004165,-77.067965,Robo,2024-08-13 15:24:29.291+00,3
2075,-12.035863,-77.058995,Agresión Sexual,2024-06-13 15:24:29.291+00,6
2076,-12.045918,-77.061541,Secuestro,2024-01-05 15:24:29.291+00,4
2077,-12.095823,-77.018443,Asalto,2024-09-17 15:24:29.291+00,4
2078,-12.084294,-77.030672,Homicidio,2024-07-11 15:24:29.291+00,7
2079,-12.033223,-77.075681,Homicidio,2024-02-26 15:24:29.291+00,10
2080,-12.080056,-77.047871,Robo,2024-05-17 15:24:29.291+00,4
2081,-12.063438,-77.055476,Robo,2024-05-02 15:24:29.291+00,4
2082,-12.072337,-77.004832,Secuestro,2024-03-31 15:24:29.291+00,9
2083,-12.016409,-77.086815,Robo,2024-04-22 15:24:29.291+00,1
2084,-12.087685,-77.089654,Homicidio,2024-08-09 15:24:29.291+00,8
2085,-12.066718,-77.018547,Asalto,2023-12-28 15:24:29.291+00,3
2086,-12.016225,-77.078181,Homicidio,2024-08-01 15:24:29.291+00,9
2087,-12.048645,-77.001131,Robo,2024-06-25 15:24:29.291+00,6
2088,-12.048183,-77.016917,Homicidio,2024-01-28 15:24:29.291+00,7
2089,-12.026052,-77.048419,Robo,2023-10-04 15:24:29.291+00,7
2090,-12.044692,-77.054100,Robo,2024-07-30 15:24:29.291+00,1
2091,-12.027696,-77.001581,Agresión Sexual,2024-03-27 15:24:29.291+00,1
2092,-12.082220,-77.091363,Robo,2024-03-08 15:24:29.291+00,5
2093,-12.072821,-77.013018,Robo,2023-10-09 15:24:29.291+00,3
2094,-12.060657,-77.053321,Robo,2023-10-11 15:24:29.291+00,4
2095,-12.053494,-77.007281,Robo,2023-12-12 15:24:29.291+00,4
2096,-12.047876,-77.012691,Homicidio,2024-03-13 15:24:29.291+00,1
2097,-12.055015,-77.055073,Agresión Sexual,2024-01-17 15:24:29.291+00,6
2098,-12.044525,-77.032624,Robo,2024-01-29 15:24:29.291+00,4
2099,-12.013960,-77.016146,Agresión Sexual,2024-05-29 15:24:29.291+00,1
2100,-12.014399,-77.002633,Robo,2024-04-24 15:24:29.291+00,7
2101,-12.059840,-77.011783,Robo,2024-01-23 15:24:29.291+00,1
2102,-12.063116,-77.048767,Asalto,2023-11-13 15:24:29.291+00,2
2103,-12.052117,-77.093088,Homicidio,2024-06-10 15:24:29.291+00,1
2104,-12.025605,-77.094392,Robo,2023-12-17 15:24:29.291+00,9
2105,-12.070067,-77.082940,Agresión Sexual,2024-03-26 15:24:29.291+00,2
2106,-12.029003,-77.085362,Robo,2024-07-24 15:24:29.291+00,4
2107,-12.009323,-77.045050,Robo,2024-06-28 15:24:29.291+00,8
2108,-12.015269,-77.055501,Homicidio,2024-01-23 15:24:29.291+00,7
2109,-12.005145,-77.076727,Robo,2024-08-02 15:24:29.291+00,3
2110,-12.020489,-77.047151,Robo,2024-06-30 15:24:29.291+00,5
2111,-12.079361,-77.035024,Homicidio,2024-08-07 15:24:29.291+00,2
2112,-12.009386,-77.081381,Robo,2024-05-20 15:24:29.291+00,9
2113,-12.014873,-77.099812,Robo,2024-04-02 15:24:29.291+00,3
2114,-12.004570,-77.040739,Secuestro,2024-09-03 15:24:29.291+00,8
2115,-12.046505,-77.029285,Secuestro,2024-03-11 15:24:29.291+00,6
2116,-12.077896,-77.028126,Homicidio,2024-06-25 15:24:29.291+00,1
2117,-12.045974,-77.063777,Robo,2024-02-21 15:24:29.291+00,4
2118,-12.088808,-77.029565,Homicidio,2024-09-10 15:24:29.291+00,4
2119,-12.011876,-77.003232,Robo,2023-12-19 15:24:29.291+00,1
2120,-12.053728,-77.082390,Robo,2024-07-19 15:24:29.291+00,4
2121,-12.075938,-77.032190,Asalto,2024-02-25 15:24:29.291+00,10
2122,-12.016560,-77.081275,Robo,2024-07-05 15:24:29.291+00,2
2123,-12.092646,-77.018718,Robo,2024-02-01 15:24:29.291+00,8
2124,-12.023465,-77.095905,Agresión Sexual,2024-08-15 15:24:29.291+00,10
2125,-12.098215,-77.047977,Robo,2023-10-21 15:24:29.291+00,3
2126,-12.031188,-77.032965,Robo,2023-10-29 15:24:29.291+00,2
2127,-12.058713,-77.096666,Robo,2024-08-04 15:24:29.291+00,7
2128,-12.035203,-77.007422,Asalto,2024-05-21 15:24:29.291+00,4
2129,-12.029297,-77.029890,Asalto,2024-06-17 15:24:29.291+00,5
2130,-12.076072,-77.048159,Agresión Sexual,2024-03-24 15:24:29.291+00,10
2131,-12.046961,-77.074672,Robo,2024-06-05 15:24:29.291+00,1
2132,-12.081576,-77.021381,Robo,2023-12-01 15:24:29.291+00,5
2133,-12.093059,-77.029321,Robo,2024-07-04 15:24:29.291+00,1
2134,-12.077571,-77.021498,Agresión Sexual,2023-10-25 15:24:29.291+00,3
2135,-12.084212,-77.094521,Robo,2023-09-28 15:24:29.291+00,8
2136,-12.063160,-77.049719,Robo,2024-01-08 15:24:29.291+00,6
2137,-12.005740,-77.089251,Robo,2024-02-11 15:24:29.291+00,3
2138,-12.042690,-77.020556,Robo,2024-03-09 15:24:29.291+00,7
2139,-12.006254,-77.092227,Robo,2024-02-07 15:24:29.291+00,1
2140,-12.098384,-77.000125,Robo,2023-09-23 15:24:29.291+00,6
2141,-12.015021,-77.069552,Robo,2024-01-08 15:24:29.291+00,3
2142,-12.033019,-77.039196,Robo,2023-10-05 15:24:29.291+00,8
2143,-12.025828,-77.043535,Robo,2024-05-08 15:24:29.291+00,8
2144,-12.051096,-77.048161,Asalto,2024-08-16 15:24:29.291+00,9
2145,-12.014809,-77.063026,Robo,2024-05-27 15:24:29.291+00,4
2146,-12.035897,-77.079126,Robo,2024-05-23 15:24:29.291+00,3
2147,-12.035921,-77.066173,Robo,2024-04-25 15:24:29.291+00,5
2148,-12.036265,-77.006945,Secuestro,2024-03-29 15:24:29.291+00,9
2149,-12.069514,-77.021473,Robo,2024-09-21 15:24:29.291+00,2
2150,-12.014477,-77.073847,Homicidio,2024-08-12 15:24:29.291+00,9
2151,-12.032759,-77.016743,Asalto,2024-06-18 15:24:29.291+00,3
2152,-12.097165,-77.097667,Robo,2024-04-04 15:24:29.291+00,5
2153,-12.099571,-77.034678,Robo,2024-04-17 15:24:29.291+00,2
2154,-12.044203,-77.071909,Robo,2023-12-15 15:24:29.291+00,7
2155,-12.058340,-77.015648,Robo,2023-12-18 15:24:29.291+00,10
2156,-12.062486,-77.071485,Asalto,2024-03-13 15:24:29.291+00,1
2157,-12.067913,-77.022470,Robo,2023-12-26 15:24:29.291+00,5
2158,-12.095089,-77.009643,Robo,2024-04-04 15:24:29.291+00,4
2159,-12.091040,-77.041754,Secuestro,2024-06-29 15:24:29.291+00,10
2160,-12.070524,-77.024883,Robo,2024-02-19 15:24:29.291+00,6
2161,-12.028351,-77.065746,Homicidio,2023-11-03 15:24:29.291+00,4
2162,-12.098639,-77.068529,Robo,2024-03-16 15:24:29.291+00,1
2163,-12.058291,-77.007147,Robo,2024-05-28 15:24:29.291+00,2
2164,-12.098811,-77.009922,Robo,2024-07-03 15:24:29.291+00,7
2165,-12.084570,-77.095673,Robo,2024-04-03 15:24:29.291+00,3
2166,-12.094644,-77.001419,Robo,2023-10-06 15:24:29.291+00,4
2167,-12.062482,-77.029990,Homicidio,2023-12-09 15:24:29.291+00,1
2168,-12.010645,-77.023546,Secuestro,2023-12-11 15:24:29.291+00,2
2169,-12.030922,-77.060867,Robo,2024-01-13 15:24:29.291+00,1
2170,-12.048446,-77.068217,Robo,2024-05-17 15:24:29.291+00,5
2171,-12.064832,-77.080455,Asalto,2024-07-26 15:24:29.291+00,6
2172,-12.038864,-77.023618,Robo,2024-04-08 15:24:29.291+00,6
2173,-12.090370,-77.083058,Robo,2024-05-01 15:24:29.291+00,7
2174,-12.077865,-77.041042,Robo,2024-02-05 15:24:29.291+00,3
2175,-12.031735,-77.005263,Secuestro,2024-05-11 15:24:29.291+00,10
2176,-12.022754,-77.049886,Robo,2023-11-17 15:24:29.291+00,2
2177,-12.041659,-77.024592,Robo,2024-04-29 15:24:29.291+00,8
2178,-12.071677,-77.091222,Robo,2024-04-26 15:24:29.291+00,1
2179,-12.053542,-77.088818,Homicidio,2024-04-01 15:24:29.291+00,3
2180,-12.004956,-77.049453,Agresión Sexual,2024-09-19 15:24:29.291+00,1
2181,-12.030266,-77.028605,Secuestro,2024-05-08 15:24:29.291+00,1
2182,-12.072982,-77.036938,Homicidio,2024-05-26 15:24:29.291+00,4
2183,-12.080813,-77.046759,Robo,2024-03-03 15:24:29.291+00,8
2184,-12.024557,-77.048782,Secuestro,2023-11-19 15:24:29.291+00,7
2185,-12.088980,-77.076850,Robo,2023-10-07 15:24:29.291+00,9
2186,-12.021747,-77.020533,Robo,2024-09-13 15:24:29.291+00,1
2187,-12.095234,-77.095082,Robo,2024-03-29 15:24:29.291+00,9
2188,-12.075239,-77.076484,Robo,2024-02-04 15:24:29.291+00,9
2189,-12.043734,-77.096950,Asalto,2023-12-20 15:24:29.291+00,7
2190,-12.043865,-77.064353,Homicidio,2024-07-16 15:24:29.291+00,7
2191,-12.028226,-77.065535,Robo,2024-03-02 15:24:29.291+00,9
2192,-12.098544,-77.004351,Robo,2023-10-07 15:24:29.291+00,1
2193,-12.043342,-77.082508,Secuestro,2023-10-28 15:24:29.291+00,5
2194,-12.084801,-77.013227,Robo,2024-06-07 15:24:29.291+00,8
2195,-12.026938,-77.006509,Robo,2023-10-10 15:24:29.291+00,6
2196,-12.034494,-77.055635,Robo,2023-12-16 15:24:29.291+00,3
2197,-12.037189,-77.013621,Robo,2023-12-13 15:24:29.291+00,7
2198,-12.033695,-77.016586,Robo,2024-03-04 15:24:29.291+00,5
2199,-12.048021,-77.056011,Secuestro,2024-05-26 15:24:29.291+00,7
2200,-12.018445,-77.068104,Robo,2024-09-14 15:24:29.291+00,9
2201,-12.079446,-77.088630,Agresión Sexual,2024-03-27 15:24:29.291+00,1
2202,-12.070413,-77.089957,Agresión Sexual,2024-01-15 15:24:29.291+00,4
2203,-12.013704,-77.027272,Robo,2024-07-09 15:24:29.291+00,5
2204,-12.022602,-77.058281,Robo,2024-07-26 15:24:29.291+00,2
2205,-12.096954,-77.045513,Robo,2023-10-08 15:24:29.291+00,4
2206,-12.027583,-77.026508,Robo,2024-06-03 15:24:29.291+00,6
2207,-12.001194,-77.035545,Robo,2024-09-17 15:24:29.291+00,4
2208,-12.038850,-77.016434,Robo,2024-04-18 15:24:29.291+00,1
2209,-12.065696,-77.085591,Secuestro,2024-02-12 15:24:29.291+00,7
2210,-12.040940,-77.030110,Robo,2024-08-11 15:24:29.291+00,8
2211,-12.000591,-77.042197,Robo,2024-06-27 15:24:29.291+00,6
2212,-12.043002,-77.095321,Agresión Sexual,2024-05-21 15:24:29.291+00,5
2213,-12.087871,-77.073549,Homicidio,2024-08-15 15:24:29.291+00,4
2214,-12.055685,-77.024962,Robo,2024-09-20 15:24:29.291+00,5
2215,-12.095326,-77.084104,Robo,2024-09-09 15:24:29.291+00,4
2216,-12.067795,-77.040387,Asalto,2023-12-06 15:24:29.291+00,7
2217,-12.074285,-77.040801,Secuestro,2023-12-24 15:24:29.291+00,9
2218,-12.011861,-77.044978,Robo,2023-12-05 15:24:29.291+00,4
2219,-12.074549,-77.078266,Robo,2023-11-11 15:24:29.291+00,7
2220,-12.084833,-77.072512,Secuestro,2023-12-30 15:24:29.291+00,8
2221,-12.097318,-77.085922,Agresión Sexual,2024-02-03 15:24:29.291+00,1
2222,-12.043534,-77.017478,Homicidio,2024-03-09 15:24:29.291+00,7
2223,-12.060340,-77.029164,Robo,2024-08-23 15:24:29.291+00,3
2224,-12.051015,-77.077238,Secuestro,2024-07-07 15:24:29.291+00,5
2225,-12.011135,-77.017837,Secuestro,2023-10-19 15:24:29.291+00,9
2226,-12.064226,-77.080329,Robo,2023-12-12 15:24:29.291+00,5
2227,-12.061288,-77.059246,Robo,2023-12-01 15:24:29.291+00,3
2228,-12.048160,-77.070944,Agresión Sexual,2023-11-03 15:24:29.291+00,3
2229,-12.009299,-77.073356,Robo,2024-07-20 15:24:29.291+00,6
2230,-12.042975,-77.025810,Asalto,2024-01-30 15:24:29.291+00,9
2231,-12.002144,-77.071658,Robo,2024-06-09 15:24:29.291+00,7
2232,-12.026571,-77.066180,Agresión Sexual,2024-06-07 15:24:29.291+00,10
2233,-12.022487,-77.056226,Robo,2024-02-08 15:24:29.291+00,6
2234,-12.024103,-77.000624,Homicidio,2023-10-24 15:24:29.291+00,9
2235,-12.007275,-77.039622,Robo,2024-09-07 15:24:29.291+00,10
2236,-12.095029,-77.053413,Robo,2024-09-07 15:24:29.291+00,3
2237,-12.021503,-77.020553,Secuestro,2024-07-29 15:24:29.291+00,7
2238,-12.050617,-77.091121,Robo,2024-05-15 15:24:29.291+00,9
2239,-12.070086,-77.030694,Asalto,2023-11-06 15:24:29.291+00,7
2240,-12.027836,-77.001363,Robo,2024-06-11 15:24:29.291+00,5
2241,-12.090329,-77.074726,Robo,2024-01-31 15:24:29.291+00,5
2242,-12.078607,-77.091255,Robo,2024-04-25 15:24:29.291+00,5
2243,-12.006130,-77.076895,Robo,2023-12-17 15:24:29.291+00,3
2244,-12.071695,-77.011473,Asalto,2024-05-09 15:24:29.291+00,4
2245,-12.051612,-77.093625,Secuestro,2023-10-18 15:24:29.291+00,5
